"je sais qu’on a tant de choses à se dire","I know there was so much to say","","","","",""
"je","I","I","je, moi","iode, je ne sais pas, je vous en prie, je suis désolé, je regrette, je pense que, je vous en pris, si je pouvais, je crois que oui, je vais mieux, je me sens mieux","Pronom personnel masculin et féminin de la première personne du singulier, qui est toujours sujet du verbe.<br />","Je fais de la bicyclette, je lis .<br />"
"sais","know","know, see, realize, be aware, figure out, sort out, ken","savoir, connaître, faire savoir, reconnaître, souffrir, se présenter, voir, découvrir, savoir, visiter, regarder, apercevoir, réaliser, comprendre, savoir, prendre conscience, se rendre compte de, penser, savoir, savoir, résoudre, décider, arriver à comprendre, bien calculer, savoir, ranger, comprendre, savoir, connaître, concevoir, saisir","connaître, baiser, croire, éprouver, piéger, connaître, baiser, aimer, faire l'amour, foutre, niquer, enconner, avoir, fourrer, connaître, enculer, croire, connaître, homologuer, reconnaître, éprouver, vivre, connaître, demeurer, piéger, savoir faire, à savoir, savoir-faire, savoir-vivre, faire savoir, à savoir que, bon à savoir, savoir vivre, il est important de savoir","Avoir la connaissance de, posséder une science ou un art.<br />Pouvoir, avoir la possibilité de.<br />Être apte à, avoir le talent, la force de faire quelque chose.<br />Connaître l’existence de.<br />Connaître sa situation.<br />Être su.<br />","Elle sait répartir les tâches, tu sais écouter .<br />Il sait une petite clairière dans la forêt .<br />Elle sait lire et compter .<br />Je saurai terminer ce long travail .<br />"
"qu'on","that","","","","",""
"a","to","","","bourreau de travail, à, avoir","Première lettre de l’alphabet.<br />","Tracer un a minuscule et des a majuscules .<br />"
"tant","so","so such","tant","durement, cruellement, mal, aussi, puisque, même, également, quand, que, comme, tant pis, tant que, en tant que, tant mieux, tant de, en tant que tel, tant bien que mal, tant de fois, tant que ça, en tant que personne","Tellement, en si grande quantité.<br />Tant de + nom au pluriel. Une telle quantité de.<br />","Alain a tant de livres qu’il a acheté un appartement pour les y ranger .<br />Tant de pommes sont tombées au cours de l’orage que nous n’avons pu toutes les ramasser .<br />"
"de","from","of, to, from, by, with, than, at, out of, off","de, en, pour, à, de, pour, vers, sur, en, de, à partir de, depuis, dès, de la part de, d'après, par, de, selon, à, près de, suivant, avec, à, de, sur, que, de, à, de, sur, en, vers, à propos de, de, hors de, par, en dehors de, de","dé, de rien, de plus, tout de suite, à partir de, au lieu de, pomme de terre, en fonction de, maillot de bain, à cause de, de plus en plus","• La préposition introduit un complément du nom en marquant :.<br />La possession.<br />L’origine.<br />Le temps.<br />La cause.<br />Le moyen.<br />La matière.<br />Le genre.<br />• La préposition introduit un complément du verbe en marquant :.<br />Le lieu.<br />Le temps.<br />La cause.<br />Le moyen, l’instrument.<br />Élision de la préposition.<br />De + adjectif.<br />L’article de s’emploie devant des noms de choses qui ne peuvent se compter, devant un nom abstrait.<br />","La fille de (et non *à) mon amie .<br />Du sirop d’érable, du fromage de chèvre .<br />Le train de nuit .<br />Un vent d’orage, des frissons d’inquiétude .<br />Un air de piano, un coup de baguette magique .<br />Une colonne de bois, un toit de chaume .<br />Un roman d’aventures, un film de science-fiction .<br />Venir de Trois-Rivières .<br />Ils vont à l’école de 8&nbsp;h&nbsp;30 à 15&nbsp;h&nbsp;30 .<br />Les enfants sautent de joie : c’est la récréation!<br />Se servir d’un pinceau, d’une règle .<br />Il est tombé de la neige .<br />"
"choses","things","things","choses, affaires, biens, outils","chose, arranger les choses, entre autres choses, peu de choses, faire traîner les choses","",""
"à","to","to, in, at, with, by, upon","à, de, pour, vers, sur, en, dans, en, à, chez, dedans, au bout de, à, de, sur, en, vers, à propos de, avec, à, de, sur, par, de, selon, à, près de, suivant, sur, à","jusqu'à, à partir de, grâce à, à travers, à part, à cause de, à côté, à propos, par rapport à, à peu près","La préposition introduit un complément indirect.<br />La préposition marque :.<br />La préposition marque le prix.<br />","Alain participera à la fête .<br />Un blouson à 100 $ .<br />"
"se","himself","themselves, himself, herself","se, eux-mêmes, elles-mêmes, se, sa personne, lui-même, se, elle, elle-même","se lever, se reposer, se tromper, se promener, se coucher, se plaindre, se moquer, se battre, se taire, se souvenir","Pronom personnel réfléchi masculin et féminin de la troisième personne du singulier et du pluriel employé comme complément direct, comme complément indirect.<br />","Elle se lave .<br />"
"dire","say","say, tell, speak, talk, state, express, mention, put, admit, bid","dire, parler, indiquer, prononcer, déclarer, prétendre, dire, raconter, informer, parler, révéler, narrer, parler, dire, prendre la parole, répondre, demander, parler, discuter, dire, bavarder, discourir, rapporter, dire, déclarer, exposer, spécifier, formuler, nommer, exprimer, dire, formuler, manifester, énoncer, extraire, mentionner, citer, dire, signaler, faire mention, mettre, placer, poser, présenter, dire, soumettre, admettre, avouer, reconnaître, dire, convenir, laisser entrer, demander, faire une offre, dire, inviter, ordonner, enjoindre","passer, supposer, communiquer, divulguer, déclarer, articuler, garantir, contenter, vouloir dire, appartenir à, enjoindre, soutenir, négliger, narrer, prouver, lire, proclamer, passer, partir, faire, départir, disparaître, aller, devenir, supposer, communiquer, divulguer, révéler, exposer, passer, faire, aller, déclarer, affirmer, alléguer, accuser, articuler, prononcer, passer, partir, faire, aller, devenir, garantir, assurer, déclarer, affirmer, contenter, indiquer, remarquer, commenter, apercevoir, montrer, passer, fonctionner, partir, faire, courir, aller, devenir, marcher, vouloir dire, entraîner, supposer, entendre, signifier, appartenir à, passer, faire, appartenir, aller, devenir, enjoindre, soutenir, cohabiter, passer, vivre, partir, faire, survivre, tenir le coup, traverser, hier, accommoder, résider, continuer, demeurer, aller, devenir, durer, négliger, passer, sortir avec, distribuer, partir, faire, mourir, tomber en panne, faillir, aller, devenir, abandonner, narrer, rapporter, conter, raconter, passer, partir, faire, procéder, aller, devenir, prouver, démontrer, témoigner, montrer, lire, être debout, évoquer, prononcer, relire, admettre, penser, proclamer, afficher, déclarer, affirmer, décréter, prononcer, annoncer, parole, bouche, moyen, demande, accent, répétition, parole, terme, mot, bouche, muet, moyen, moyenne, demande, revendication, accent, répétition, c'est-à-dire, vouloir dire, à vrai dire, pour ainsi dire, sans rien dire, dire bonjour, dire au revoir, se dire, cela va sans dire, dire merci","Exprimer par la parole.<br />Inviter à, demander.<br />Penser.<br />Prétendre.<br />Se déclarer.<br />Être employé, en parlant d’un mot, d’une expression.<br />Ce qu’une personne avance, déclare, rapporte.<br />","Je vous dis merci .<br />Elle me dit de venir .<br />Ils se sont dits heureux de ce dénouement .<br />Le mot aborigène se dit de la personne dont les ancêtres ont toujours habité le pays où elle vit .<br />Les dires des experts sont parfois contradictoires .<br />"
"et tes histoires seront bientôt usées","and your stories will soon waste","","","","",""
"et","and","and","et, aussi","et alors, aller et retour, et moi aussi, et puis, sain et sauf, nom et prénom, et caetera, et cetera, jour et nuit, vingt et un","La conjonction de coordination ou coordonnant unit des propositions indépendantes affirmatives.<br />La conjonction de coordination ou coordonnant unit une proposition affirmative et une proposition négative.<br />La conjonction de coordination ou coordonnant unit des unités aux dizaines.<br />","Le vent se lève et la pluie se met à tomber .<br />Il aime la bonne cuisine et ne fume pas .<br />Vingt et une personnes .<br />"
"tes","your","your, your, thy","votre, vos, tes, ton, ta, votre, vos, tes, ton, ta, à vous, tes, ton, ta","","Déterminant possessif pluriel de la deuxième personne du singulier qui détermine le nom en indiquant le « possesseur » de l’objet désigné. Il s’accorde en genre et en nombre avec le nom déterminé.<br />Le déterminant possessif s’accorde en personne avec le nom désignant le « possesseur ». Ainsi, le déterminant possessif tes renvoie à un seul « possesseur » de plusieurs êtres, de plusieurs objets.<br />","Tes jouets .<br />Fanny, joue avec tes animaux! (un seul possesseur) .<br />"
"histoires","stories","history, chronicle, story, tale, narrative, era, chronicles, storey, business, to-do","histoire, chronique, histoire, histoire, récit, article, conte, étage, scénario, conte, histoire, nouvelle, épopée, rumeur, mensonge, récit, narration, histoire, ère, époque, temps, histoire, qui fait une époque, histoire, étage, histoire, récit, entreprise, affaires, affaire, travail, projet, histoire, histoire","récit, historique, étage, baratin, récit, renseignement, rapport, compte, étage, description, historique, récit, historique, passé, récit, chronique, étage, baratin, récit, bobard, relation, conte, étage, raconter une histoire, histoire d'amour, longue histoire, histoire contemporaine, histoire naturelle, histoire drôle, livre d'histoire, histoire marseillaise","Récit des évènements qui ont marqué une époque.<br />Science du passé.<br />Récit d’évènements réels ou imaginaires.<br />","L’histoire du Québec .<br />Un cours d’histoire .<br />Des histoires véridiques .<br />"
"seront","will","be, exist","être, devenir, exister, venir, aller, coûter, exister, être, vivre, subsister","prendre, suivre, reposer, dessiner, affecter, être aux écoutes, lier, représenter, obtenir, se trouver, égaler, amener, retenir, fournir, atteindre, reproduire, se tirer, coûter, éprouver, vivre, exister, contenir, faire, prendre, faire, suivre, reposer, distinguer, privilégier, définir, mentionner, qualifier, caractériser, ressembler, paraître, demeurer, dessiner, tirer, obtenir, avoir, devenir, recevoir, rendre, affecter, viser, conduire, obtenir, tendre, avoir, évoluer, aboutir, évaluer, aller, devenir, rendre, être aux écoutes, lier, représenter, constituer, prendre, amener, obtenir, avoir, contracter, devenir, lier, correspondre, apporter, obtenir, avoir, devenir, recevoir, prendre, avoir, devoir, tenir, prendre, obtenir, avoir, laisser, devoir, tenir, permettre, devenir, recevoir, rendre, se trouver, prendre, avoir, devoir, égaler, amener, obtenir, avoir, apporter, aboutir, devenir, recevoir, transporter, rendre, retenir, prendre, faire, donner, avoir, devoir, tenir, rendre, fournir, grandir, obtenir, rédiger, développer, avoir, fabriquer, publier, créer, élaborer, produire, aboutir, devenir, recevoir, rendre, atteindre, avoir, comprendre, devenir, recevoir, prendre, recueillir, avoir, devoir, accepter, tenir, admettre, recevoir, reproduire, générer, obtenir, avoir, engendrer, concevoir, devenir, recevoir, rendre, représenter, faire, venir, avoir, aller, se tirer, obtenir, avoir, décaniller, enculer, décamper, dégager, devenir, ficher le camp, coûter, prendre, atteindre, endurer, obtenir, subir, avoir, souffrir, devoir, tenir, continuer, devenir, recevoir, éprouver, prendre, avoir, devoir, tenir, vivre, exister, reposer, distinguer, prendre, privilégier, posséder, mentionner, avoir, comporter, devoir, ressembler, tenir, paraître, demeurer, disposer, contenir, composer, comprendre, comporter, obtenir, avoir, devenir, recevoir, rendre, faire, venir, avoir, aller, atteindre, obtenir, avoir, parvenir, devenir, peut-être, peut être, être au courant, être humain, bien-être, être en forme, être pressé, être en vacances, bien être, être malade","Exister, avoir une réalité.<br />VERBE RELIANT L’ATTRIBUT AU SUJET.<br />Le verbe être établit la relation entre le sujet et l’attribut.<br />Se situer.<br />Se trouver.<br />Appartenir.<br />S’occuper à.<br />Tendre vers.<br />Faire partie de.<br />Venir de, être originaire de.<br />Donner son soutien à.<br />AUXILIAIRE DE CONJUGAISON.<br />L’auxiliaire être sert à conjuguer :.<br />AUXILIAIRE DE TEMPS.<br />","« Je pense, donc je suis »<br />Les érables sont magnifiques .<br />La ville de Trois-Rivières est au nord du Saint-Laurent .<br />Ils seront à Paris en mai .<br />Cette maison est à elle .<br />Être à son travail .<br />Le temps est à la neige .<br />Être de la fête, d’une société donnée .<br />Geneviève est de Montréal .<br />Elle est pour l’indépendance du Québec .<br />"
"bientôt","soon","soon, shortly, presently, before long, almost, speedily, sometime, in the near future","bientôt, tôt, vite, prochainement, bientôt, sous peu, brièvement, sèchement, tout de suite, actuellement, bientôt, en ce moment, bientôt, presque, quasi, quasiment, bientôt, pas loin de, rapidement, bientôt, vite, un jour, bientôt, bientôt","incessamment, prochainement, présentement, actuellement, maintenant, de nos jours, aujourd'hui, bien tôt, À bientôt!","Dans peu de temps.<br />","À bientôt!<br />"
"usées","waste","","","","",""
"quand je serai blottie contre la fatigue","when I snuggled against fatigue","","","","",""
"quand","when","when, whenever, wherever, when","quand, à quel moment, à quelle époque, chaque fois que, quand, toutes les fois que, autre jour, n'importe quand, partout où, partout, quand, ou donc, quand, lors de, alors que, une fois que, chaque fois que, au moment ou","dès que, aussi, tant, puisque, même, également, que, comme, quand?, quand même, n'importe quand, depuis quand, jusqu'à quand, quand bien même, pour quand, Depuis quand?, quand même un peu, Jusqu'à quand?","À quel moment.<br />La conjonction unit une subordonnée circonstancielle à la principale en marquant :.<br />Un rapport de temps . Lorsque.<br />La simultanéité de deux faits, une corrélation. Chaque fois que.<br />La cause . Du moment que.<br />","Quand aura lieu la fête?<br />Rentre quand il sera minuit .<br />Quand il pleut, ses articulations lui font mal .<br />Quand il travaille, il réussit bien .<br />"
"serai","will","be, exist","être, devenir, exister, venir, aller, coûter, exister, être, vivre, subsister","prendre, suivre, reposer, dessiner, affecter, être aux écoutes, lier, représenter, obtenir, se trouver, égaler, amener, retenir, fournir, atteindre, reproduire, se tirer, coûter, éprouver, vivre, exister, contenir, faire, prendre, faire, suivre, reposer, distinguer, privilégier, définir, mentionner, qualifier, caractériser, ressembler, paraître, demeurer, dessiner, tirer, obtenir, avoir, devenir, recevoir, rendre, affecter, viser, conduire, obtenir, tendre, avoir, évoluer, aboutir, évaluer, aller, devenir, rendre, être aux écoutes, lier, représenter, constituer, prendre, amener, obtenir, avoir, contracter, devenir, lier, correspondre, apporter, obtenir, avoir, devenir, recevoir, prendre, avoir, devoir, tenir, prendre, obtenir, avoir, laisser, devoir, tenir, permettre, devenir, recevoir, rendre, se trouver, prendre, avoir, devoir, égaler, amener, obtenir, avoir, apporter, aboutir, devenir, recevoir, transporter, rendre, retenir, prendre, faire, donner, avoir, devoir, tenir, rendre, fournir, grandir, obtenir, rédiger, développer, avoir, fabriquer, publier, créer, élaborer, produire, aboutir, devenir, recevoir, rendre, atteindre, avoir, comprendre, devenir, recevoir, prendre, recueillir, avoir, devoir, accepter, tenir, admettre, recevoir, reproduire, générer, obtenir, avoir, engendrer, concevoir, devenir, recevoir, rendre, représenter, faire, venir, avoir, aller, se tirer, obtenir, avoir, décaniller, enculer, décamper, dégager, devenir, ficher le camp, coûter, prendre, atteindre, endurer, obtenir, subir, avoir, souffrir, devoir, tenir, continuer, devenir, recevoir, éprouver, prendre, avoir, devoir, tenir, vivre, exister, reposer, distinguer, prendre, privilégier, posséder, mentionner, avoir, comporter, devoir, ressembler, tenir, paraître, demeurer, disposer, contenir, composer, comprendre, comporter, obtenir, avoir, devenir, recevoir, rendre, faire, venir, avoir, aller, atteindre, obtenir, avoir, parvenir, devenir, peut-être, peut être, être au courant, être humain, bien-être, être en forme, être pressé, être en vacances, bien être, être malade","Exister, avoir une réalité.<br />VERBE RELIANT L’ATTRIBUT AU SUJET.<br />Le verbe être établit la relation entre le sujet et l’attribut.<br />Se situer.<br />Se trouver.<br />Appartenir.<br />S’occuper à.<br />Tendre vers.<br />Faire partie de.<br />Venir de, être originaire de.<br />Donner son soutien à.<br />AUXILIAIRE DE CONJUGAISON.<br />L’auxiliaire être sert à conjuguer :.<br />AUXILIAIRE DE TEMPS.<br />","« Je pense, donc je suis »<br />Les érables sont magnifiques .<br />La ville de Trois-Rivières est au nord du Saint-Laurent .<br />Ils seront à Paris en mai .<br />Cette maison est à elle .<br />Être à son travail .<br />Le temps est à la neige .<br />Être de la fête, d’une société donnée .<br />Geneviève est de Montréal .<br />Elle est pour l’indépendance du Québec .<br />"
"blottie","snuggled","","","","",""
"contre","against","against, versus, anti","contre, sur, vis à vis, en opposition avec, en échange de, en vue de, contre, par rapport à, contre","bagnard, con, contrer, par contre, lutter contre, contre remboursement, contre-indication, contre son gré, contre-attaque, course contre la montre, contre-courant, contre-proposition, contre-plaqué","Ce qui s’oppose à quelque chose, ce qui constitue le point de vue contraire, le mauvais côté.<br />La préposition contre sert à exprimer :.<br />La résistance, le choc.<br />L’incompatibilité, le désaccord.<br />La proximité.<br />L’échange.<br />La défense.<br />L’adverbe contre employé absolument marque l’opposition.<br />","Elle a voté contre .<br />Se cogner contre un mur .<br />Il est contre cette proposition .<br />Elle était appuyée contre un arbre .<br />Contre 20&nbsp;$, j’ai pu emporter deux beaux livres .<br />Du sirop contre la toux .<br />"
"la","There","the, la, lah, A, it, her","les, la, le, la, la, la, il, elle, le, ce, cela, la, elle, lui, la, celle, à elle, l'","Louisiane, dame, lanthane, statistique, Louisiane, dame, madame, lanthane, statistique, statistiques, là, la plupart, à la fois, toute la journée, à la place de, la semaine prochaine, faire la vaisselle, faire la fête, de la part de, par la suite, la foule","Sixième note de la gamme de do.<br />Déterminant défini qui s’emploie devant un nom féminin singulier désignant des personnes ou des choses connues, dont on a déjà parlé.<br />Pronom remplaçant un nom de personne ou de chose déterminé, déjà exprimé et qui est féminin singulier.<br />","Cette orange, tu la dégusteras cet après-midi .<br />"
"fatigue","tiredness","fatigue, tiredness, weariness, strain, exhaustion, exertion, failure, overstrain, letdown","fatigue, épuisement, corvée, fatigue, lassitude, lassitude, fatigue, épuisement, abattement, souche, tension, traction, pression, effort, fatigue, épuisement, fatigue, exténuation, grande fatigue, éreintement, effort, fatigue, moyens, influence, échec, défaillance, incapacité, faillite, insuccès, fatigue, surmenage, fatigue, déception, fatigue","léthargie, lassitude, abattement, lassitude, fatigué, fatiguer, grande fatigue","Sensation pénible causée par la diminution des forces.<br />","Elle tombe de fatigue .<br />"
"des jours à la mer qu’on veut oublier","days at sea that wants to forget","","","","",""
"des","of","","","dès, dés","Déterminant défini contracté pluriel ( de les ).<br />Déterminant indéfini pluriel de un, une.<br />Déterminant partitif pluriel exprimant une partie d’une chose au pluriel.<br />","Le chant des oiseaux .<br />Des pommes .<br />Manger des marinades .<br />"
"jours","days","day, daytime","jour, journée, jour, journée","journée, temps, angle, journalier, présent, cadeau, journée, temps, aujourd'hui, angle, feu, lumière, contexte, journalier, quotidien, présent, datte, date, cadeau, donation, moment, présent, jour férié, un jour, mise à jour, chaque jour, par jour, mettre à jour, du jour, le jour, ordre du jour, à jour","Abréviations j (s’écrit sans point), d (du latin « dies », qui signifie « jour »).<br />Clarté.<br />Ouverture, orifice.<br />Division du temps qui comprend 24 heures.<br />","Le jour se lève .<br />Il y a un peu de jour dans l’assemblage de cette fenêtre .<br />Il y a 365&nbsp;jours dans une année .<br />"
"mer","sea","sea, water, blue","mer, océan, eau, eaux, mer, marée, bleu, couleur bleue, azur, ciel, mer, cafard","traversée, voyage, océan, au bord de la mer, fruits de mer, fruit de mer, étoile de mer, bord de la mer, mal de mer, bord de mer, loup de mer, en mer, à la mer","Vaste étendue d’eau salée, distincte des océans par la moindre importance des fonds abyssaux et par l’extension souvent plus considérable des plates-formes continentales (Recomm. off.).<br />","Aller se baigner à la mer .<br />"
"veut","wants","want, wish, will, desire, intend, choose, take, suggest, require","vouloir, désirer, demander, chercher, avoir envie, avoir besoin, souhaiter, vouloir, désirer, avoir envie, faire un vœu de, vouloir, léguer, déterminer, désirer, aller faire, léguer qch à qn, désirer, vouloir, demander, avoir envie, vouloir, projeter, se proposer, avoir l'intention, choisir, décider, préférer, vouloir, désirer, faire choix de, prendre, emporter, faire, tirer, reprendre, vouloir, suggérer, proposer, insinuer, vouloir, exiger, nécessiter, demander, requérir, avoir besoin, vouloir","requérir, aimer, permettre, chercher, recommander, souhaiter, requérir, aimer, permettre, aller, chercher, requérir, recommander, promettre, chercher, supposer, réclamer, requérir, préférer, suggérer, exiger, regretter, attendre, aimer, souhaiter, souhaiter, désirer, souhaiter, vouloir dire, s'en vouloir, sans le vouloir","Manifester sa volonté.<br />Souhaiter.<br />Accepter.<br />Demander.<br />Prétendre avoir telle qualité, tel caractère.<br />Se souhaiter mutuellement quelque chose.<br />","Acceptez-vous de prendre Tristan comme époux? – Oui, je le veux .<br />Combien voulez-vous pour ce voilier?<br />Il veut partir .<br />Ils voudraient gagner le gros lot .<br />"
"oublier","forget","forget, bury, overlook, miss, neglect, omit, leave out, leave, miss out, slip, lay aside","oublier, laisser, se faire oublier, enterrer, ensevelir, enfouir, inhumer, plonger, oublier, négliger, oublier, fermer les yeux sur, donner sur, surveiller, passer sur, manquer, rater, oublier, regretter, mal entendre, négliger, oublier, délaisser, se négliger, déprécier, laisser à l'abandon, omettre, oublier, négliger, omettre, oublier, négliger, abandonner, faire tomber, laisser, quitter, partir, abandonner, déposer, oublier, passer, oublier, sauter, glisser, se glisser, échapper, patiner, se faufiler, oublier, mettre de côté, abandonner, oublier, négliger","laisser, négliger, ne pas oublier, faire oublier, se faire oublier","Perdre le souvenir de quelqu’un, de quelque chose.<br />Ne pas penser à quelque chose.<br />Sortir de la mémoire.<br />Ne pas penser à soi, à ses intérêts.<br />","J’ai oublié cette formule mathématique .<br />J’ai oublié mon rendez-vous .<br />"
"et voilà que tu ne peux plus chanter","and now you can not sing","","","","",""
"voilà","here","here, this, that is, there","ici, voilà, alors, voilà, à savoir, voilà, c'est-à-dire, là, il y a, voilà, là-bas","Voilà!, voila, voilà pourquoi, nous y voilà","La préposition sert à indiquer une personne, une chose relativement éloignée (par opposition à voici ).<br />La préposition renvoie à une chose dont il a été question (par opposition à voici, qui désigne une chose dont il sera question).<br />Il y a.<br />","Voilà que nous apercevons le petit village où nous nous rendons .<br />Eh bien, voilà ce que je voulais vous confier .<br />Voilà dix ans que je ne l’ai vu .<br />"
"que","than","that, than, whether, that, which, what, whom, than, which, what, how","que, afin que, autant que, que, si, que, soit, que, qui, ce, celle, celui, cela, qui, laquelle, lequel, que, quel, quelle, que, quoi, quel, qui, que, à qui, avec qui, que, de, que, quel, que, quelle, quel, comment, que","aussi, mais, même, cependant, aussi, tant, puisque, même, également, quand, comme, mais, seul, uniquement, seulement, exclusivement, même, cependant, mais, simplement, uniquement, seulement, sauf, que?, alors que, bien que, ainsi que, parce que, tandis que, pour que, dès que, tant que, en tant que, afin que","",""
