"au-dessus des vieux volcans","above the old volcanoes","","","","",""
"regarde l'océan","look ocean","","","","",""
"regarde","watch","look, see, look at, view, gaze, sight, concern, gory","regarder, examiner, voir, surveiller, voir, découvrir, savoir, visiter, regarder, apercevoir, regarder, considérer, vérifier, viser, voir, regarder, examiner, visiter, étudier, avoir un avis, regarder, fixer son regard, regarder longuement, voir, apercevoir, regarder, concerner, préoccuper, intéresser, regarder, impliquer, s'inquiéter, regarder","contempler, vérifier, voir, estimer, considérer, toucher, observer, affecter, guetter, veiller, contempler, prendre, considérer, vérifier, voir, voir, estimer, retenir, croire, assimiler, juger, supposer, tenir, réputer, considérer, considérer, contempler, agir, considérer, concerner, toucher, viser, référer, appartenir, concerner, observer, affecter, concerner, contempler, considérer, favoriser, examiner, guetter, suivre, veiller, protéger, observer, garder, veiller, observer, surveiller, regarder la télévision, regarder fixement, se regarder, regarder attentivement, regarder par la fenêtre, regarder en arrière, regarder de haut, regarder dans les yeux, regarder en bas, regarder bien","Observer.<br />Considérer.<br />Considérer comme.<br />Concerner.<br />Tenir compte de, prêter attention à.<br />Être face à face et se voir.<br />","Nous allons regarder cette question .<br />Ils l’ont toujours regardé comme leur fils .<br />Cette décision ne vous regarde pas .<br />Elle regarde les enfants qui s’amusent .<br />"
"l'océan","ocean","","","","",""
"voyage, voyage, plus loin que la nuit et le jour","travel, travel, beyond the night and day","","","","",""
"plus","more","more, more, most, further, any, plus","plus, de plus, encore de, d'autre, plus, davantage de, plus, le plus, plus de, presque, plupart de, au maximum, plus, davantage, plus loin, de plus, plus, plus, avantage","au plus haut niveau, strictement positif, au plus haut niveau, haut, strictement positif, positif, maintenant, moins, ni plus ni moins, outre, maintenant, très, moins, pratiquement, ni plus ni moins, outre, autant, somme, priorité, somme, ajout, addition, priorité, avantage, obtention, actif, atout, de plus, en plus, plus tard, non plus, de plus en plus, au plus tard, en plus de, plus que, plus de, plus tôt","L’adverbe plus marque la supériorité.<br />Comparatif des adverbes beaucoup ou très. Plus que + comparaison.<br />Superlatif relatif.<br />Signe de l’addition.<br />La plus grande quantité.<br />En ajoutant une quantité.<br />","Les parents s’inquiètent plus que les enfants .<br />Le plus que nous puissions espérer .<br />Deux tomates plus un concombre .<br />"
"loin","far","far, away, far away, afield, too far, long away, distant, faraway, out of the way","loin, beaucoup, loin, au loin, sans arrêt, continuellement, loin, très loin, au loin, loin, loin, loin, loin, lointain, éloigné, distant, froid, lointain, loin, distrait, perdu dans le vague, loin, retiré","lointain, dehors, beaucoup, encore, davantage, large, loin de, plus loin, de loin, aller plus loin, au loin, très loin, le plus loin, pas loin de, aller loin, loin d'ici","À une grande distance dans l’espace ou le temps.<br />","Parties à l’aube, elles sont très loin déjà .<br />"
"que","than","that, than, whether, that, which, what, whom, than, which, what, how","que, afin que, autant que, que, si, que, soit, que, qui, ce, celle, celui, cela, qui, laquelle, lequel, que, quel, quelle, que, quoi, quel, qui, que, à qui, avec qui, que, de, que, quel, que, quelle, quel, comment, que","aussi, mais, même, cependant, aussi, tant, puisque, même, également, quand, comme, mais, seul, uniquement, seulement, exclusivement, même, cependant, mais, simplement, uniquement, seulement, sauf, que?, alors que, bien que, ainsi que, parce que, tandis que, pour que, dès que, tant que, en tant que, afin que","",""
"la","There","the, la, lah, A, it, her","les, la, le, la, la, la, il, elle, le, ce, cela, la, elle, lui, la, celle, à elle, l'","Louisiane, dame, lanthane, statistique, Louisiane, dame, madame, lanthane, statistique, statistiques, là, la plupart, à la fois, toute la journée, à la place de, la semaine prochaine, faire la vaisselle, faire la fête, de la part de, par la suite, la foule","Sixième note de la gamme de do.<br />Déterminant défini qui s’emploie devant un nom féminin singulier désignant des personnes ou des choses connues, dont on a déjà parlé.<br />Pronom remplaçant un nom de personne ou de chose déterminé, déjà exprimé et qui est féminin singulier.<br />","Cette orange, tu la dégusteras cet après-midi .<br />"
"nuit","night","night, darkness, night time","nuit, obscurité, ténèbres, obscurité, ténèbres, nuit, noirceur, opacité, ignorance, nuit","soirée, obscurité, soirée, soirée, obscurité, noirceur, nuitée, obscurité, sombre, soirée, soir, nuire, bonne nuit, cette nuit, la nuit, chemise de nuit, toute la nuit, jour et nuit, de nuit, table de nuit, passer la nuit, pendant la nuit","Durée écoulée entre le coucher et le lever du soleil.<br />Obscurité.<br />","La nuit, tous les chats sont gris. (Adage)<br />Il fait nuit .<br />"
"et","and","and","et, aussi","et alors, aller et retour, et moi aussi, et puis, sain et sauf, nom et prénom, et caetera, et cetera, jour et nuit, vingt et un","La conjonction de coordination ou coordonnant unit des propositions indépendantes affirmatives.<br />La conjonction de coordination ou coordonnant unit une proposition affirmative et une proposition négative.<br />La conjonction de coordination ou coordonnant unit des unités aux dizaines.<br />","Le vent se lève et la pluie se met à tomber .<br />Il aime la bonne cuisine et ne fume pas .<br />Vingt et une personnes .<br />"
"jour","day","day, daytime","jour, journée, jour, journée","journée, temps, angle, journalier, présent, cadeau, journée, temps, aujourd'hui, angle, feu, lumière, contexte, journalier, quotidien, présent, datte, date, cadeau, donation, moment, présent, jour férié, un jour, mise à jour, chaque jour, par jour, mettre à jour, du jour, le jour, ordre du jour, à jour","Abréviations j (s’écrit sans point), d (du latin « dies », qui signifie « jour »).<br />Clarté.<br />Ouverture, orifice.<br />Division du temps qui comprend 24 heures.<br />","Le jour se lève .<br />Il y a un peu de jour dans l’assemblage de cette fenêtre .<br />Il y a 365&nbsp;jours dans une année .<br />"
"voyage, dans l'espace inouï de l'amour","Travel in the incredible space of love","","","","",""
"l'espace","space","","","","",""
"inouï","incredible","incredible, amazing, unheard-of, all-time","incroyable, invraisemblable, inouï, fantastique, impossible, dément, incroyable, surprenant, stupéfiant, exceptionnel, ahurissant, inouï, inouï, sans précédent, sans précédent, inouï","sans précédent","Extraordinaire, prodigieux.<br />","Des histoires inouïes .<br />"
"l'amour","love","","","","",""
"voyage, voyage, sur l'eau sacrée d'un fleuve indien","travel, travel, the sacred water of an Indian river","","","","",""
"sur","sure","on, to, about, over, at, upon, onto, with, across, along, against, after, before","sur, dans, par, au bord de, à, de, pour, vers, sur, en, sur, au sujet de, vers, à peu près, plus de, sur, pendant, au cours de, tout près, tout droit, à, de, sur, en, vers, à propos de, sur, à, sur, avec, à, de, sur, à travers, sur, de l'autre côté, le long de, sur, dans, avec, contre, sur, vis à vis, en opposition avec, en échange de, en vue de, après, derrière, malgré, sur, vers, ci-après, avant, devant, en présence de, sur, plutôt que de","sûr, sur place, sur le sol, sur la table, compter sur, sur le terrain, sur ce, taxe sur la valeur ajoutée, reposer sur, sur le dos, sur quoi","En haut, au sommet de.<br />À la surface.<br />Dans la direction de.<br />Au sujet de.<br />D’après.<br />Par rapport à (un nombre).<br />Qui a un goût acide.<br />","Sur le toit, sur la colline, sur la tête, sur un cheval .<br />Sur la terre .<br />Tourner sur la gauche .<br />Il fait des recherches sur la plasticité du cerveau .<br />On ne peut juger sur les apparences .<br />Sur dix personnes consultées, huit nous ont donné leur avis .<br />Une pomme sure .<br />"
"l'eau","water","","","","",""
"sacrée","sacred","sacred, holy, sacral, religious, spiritual, blessed, solemn, cursed, mighty, blinking, bally, pestilent, pestilential","sacré, saint, religieux, sacral, intangible, saint, sacré, sacré, religieux, sacré, spirituel, religieux, sacré, béni, saint, sacré, solennel, grave, sérieux, sacré, maudit, sacré, satané, puissant, majestueux, imposant, énorme, formidable, sacré, clignotant, sacré, sacré, satané, pestilentiel, nuisible, sacré, pestilentiel, nuisible, sacré","saint, saint, saint, intangible, saint, angélique, sacre","Qui a un caractère religieux, qui concerne le culte divin.<br />Grand.<br />","Une sacrée chance .<br />"
"d'un","a","one's","d'un","un","",""
"fleuve","river","river, stream, flow","rivière, fleuve, coulée, courant, ruisseau, flot, jet, torrent, fleuve, flux, écoulement, circulation, courant, déroulement, fleuve","torrent, rivière, bord du fleuve, roman-fleuve","Cours d’eau important qui se jette dans la mer.<br />Interminable, sans fin.<br />","Le Saint-Laurent est un fleuve qui a sa source dans les Grands Lacs et qui se jette dans l’Atlantique .<br />Un film-fleuve, des discours-fleuves .<br />"
"indien","Indian","Indian","indien","Indien, été indien","Qui habite l’Inde.<br />Qui appartient aux populations autochtones de l’Amérique. En ce sens, on dit plutôt amérindien.<br />","Un citoyen indien .<br />"
"voyage, et jamais ne reviens","travel, and never come back","","","","",""
"jamais","never","never, ne'er, ever, not at all, little","jamais, jamais, jamais, toujours, déjà, sans cesse, dans tout le temps, pas du tout, jamais, de rien, peu, rarement, jamais","depuis, toujours, plus jamais, à jamais, presque jamais, ne jamais, jamais de la vie, à tout jamais, jamais plus, mieux que jamais","(Sens positif) En un temps quelconque, futur ou passé.<br />(Sens négatif) À aucun moment.<br />(Sens négatif) Pas, nullement.<br />","La plus jolie musique que j’aie jamais entendue .<br />Il ne joue jamais dehors .<br />Je me rends au travail à pied, jamais à vélo .<br />"
"ne","not","not","pas, non, ne, pas du tout, ne ... point, ne ... pas","non, pas, né, gastro-œsophagien, caucasien, amœbien, je ne sais pas, ne pas, Je ne sais pas., Je ne comprends pas., ne pas oublier, Je ne parle pas français., ne pas hésiter, ne pas faire, ça ne sert à rien, ne jamais","",""
"reviens","come back","","","revenir","",""
"sur le gange ou l'amazone","on the Ganges or the Amazon","","","","",""
"gange","Ganges","","","","",""
"ou","or","or","ou, ni","non plus, où, plus ou moins, ou bien, n'importe ou, tôt ou tard, tel ou tel, l'un ou l'autre, au moment ou, sauf erreur ou omission, d'une manière ou d'une autre, dans la mesure ou","Conjonction de coordination qui lie des mots ou des phrases de même catégorie.<br />","Boire du café ou du thé .<br />"
"l'amazone","the Amazon","","","","",""
"chez les blacks, chez les sickhs, chez les jaunes","among blacks, among sickhs, in yellow","","","","",""
"chez","at","in, among, to, amongst","dans, en, à, chez, dedans, au bout de, entre, parmi, chez, à, de, pour, vers, sur, chez, entre, parmi, chez, au milieu de","chez moi, chez toi, chez eux, chez soi, rentrer chez soi, Faites comme chez vous.","Dans la demeure de.<br />Dans la personne de.<br />Chez + nom propre. Cette construction s’emploie comme enseigne d’un établissement, comme raison sociale.<br />","Viens donc chez moi .<br />C’est une manie chez lui .<br />Chez Julien .<br />"
"blacks","blacks","","","","",""
"sickhs","sickhs","","","","",""
"jaunes","yellows","yellows","jaunes","jaune","",""
"voyage, voyage, dans tout le royaume","travel, travel, throughout the kingdom","","","","",""
"tout","all","all, any, every, entire, most important, all, very, in all, all up, all, whole, all, any, anything","tous, toutes, tout, toute, tout, quelconque, n'importe quel, chaque, tous, tout, tout, complet, total, intact, tout, tout, tout à fait, très, bien, tout, exactement, seul, effectivement, en tout, tout, en général, tout compris, généralement, en tout et pour tout, tout, tout, ensemble, tout, tout, tout, n'importe lequel, rien, tout, quelque chose, n'importe quoi","bien, partout, bien, complètement, directement, pleinement, tout à fait, intégralement, entièrement, parfaitement, totalement, en même temps, partout, n'importe où, abondance, rien, unité, totalité, femme de ménage, abondance, multitude, rien, personne, unité, totalité, ensemble, totalité, ensemble, femme de ménage, sportif, femme, fille, nettoyeuse, tout le monde, tout de suite, tout droit, tout seul, malgré tout, pas du tout, en tout cas, tout d'abord, tout de même, tout à fait","",""
"royaume","kingdom","kingdom, realm, stamping ground","royaume, monde, domaine, royaume, monde, lieu favori, royaume","règne, domaine, règne, domaine, région, monde, zone, domaine, règne, puissance, sphère","Pays à régime monarchique.<br />","Le royaume du Maroc .<br />"
"sur les dunes du sahara","on the dunes of the Sahara","","","","",""
"dunes","dunes","dene","dunes, vallée","dune","",""
"sahara","sahara","Sahara","Sahara","","",""
"des îles fidji au fujiyama","the Fiji Islands in fujiyama","","","","",""
"îles","he is","","","ile","",""
"fidji","Fiji","","","","",""
"fujiyama","fujiyama","","","","",""
"voyage, voyage, ne t'arrête pas","travel, travel, do not stop","","","","",""
"t'arrête","stop you","","","","",""
"pas","not","not, step, footstep, steps, pitch, pace, tread, move, foot, gauge, gage","pas, non, ne, pas du tout, ne ... point, ne ... pas, étape, pas, mesure, démarche, seuil, marchepied, pas, bruit de pas, empreinte, trace de pas, mesures, pas, escalier, pas, terrain, hauteur, tangage, brai, poix, rythme, allure, pas, vitesse, bande de roulement, semelle, pas, giron, chenille, bruit de pas, mouvement, déplacement, déménagement, passage, coup, pas, pied, bas, marche, patte, bout, pas, jauge, calibre, gabarit, pas, jauge, gage, calibre, gabarit, gant, pas","non, mauvais, non, ne, mauvais, empreinte, ruban, non, filetage, escalier, allure, rythme, enjambée, disposition, lancer, passage, empreinte, ruban, fil, non, rien, personne, filetage, fil, escalier, marche, échelon, baïonnette, allure, démarche, rythme, enjambée, disposition, étape, mesure, lancer, passage, démarche, coup, je ne sais pas, pas encore, pas mal, pas grave, pas du tout, pas de problème, pas bien, ne pas, pas cher, Je ne sais pas.","L’adverbe de négation est généralement précédé des particules de négation ne ou non.<br />Mouvement de mettre un pied devant l’autre pour marcher.<br />Façon de marcher.<br />Trace laissée par une personne en marchant.<br />Seuil.<br />","Elle ne viendra pas .<br />Il fait de grands pas, elle avance de quelques pas, puis revient sur ses pas .<br />Un pas cadencé, un pas de gymnastique .<br />Les enfants ont raconté avoir vu des pas dans la neige .<br />Sur le pas de la porte .<br />"
"au-dessus des barbelés, des cœurs bombardés","over barbed wire, bombarded hearts","","","","",""
"barbelés","barbed wire","barbed","barbelé, acéré","ronce artificielle, fil de fer barbelé, fil barbelé, fil de fer barbelé","Clôture de fil de fer barbelé.<br />Garni de pointes ou de dents.<br />","L’usage des barbelés est interdit .<br />"
"cœurs","hearts","hearts","cœurs","cœur","",""
"bombardés","bombed","bomb, bombard, pelt, shell, shell out, strafe, raid, blitz, peal, batter, throw questions","bombarder, bombarder, bombarder, cribler, courir à toute jambes, courir à fond, rosser, bombarder, écosser, décortiquer, pilonner, égrener, écailler, payer, bombarder, casquer, cracher, mitrailler au sol, marmiter, semoncer vertement, bombarder, punir, dévaliser, bombarder, faire un raid, faire une rafle dans, faire une hold-up, bombarder, carillonner, sonner, gronder, tinter, faire tinter, bombarder, battre, frapper, écraser, endommager, maltraiter, bombarder, bombarder","périmer, louper","Faire tomber des obus, des bombes sur un objectif.<br />Lancer de nombreux projectiles sur quelqu’un, quelque chose.<br />","On les bombarda de tomates .<br />"
"voyage, voyage","travel Travel","","","voyage","",""
